station_id,rows,temperature_c_mean,temperature_c_std,temperature_c_missing,pressure_hpa_mean,pressure_hpa_std,pressure_hpa_missing,wind_speed_ms_mean,wind_speed_ms_std,wind_speed_ms_missing,wind_dir_deg_mean,wind_dir_deg_std,wind_dir_deg_missing,relative_humidity_pct_mean,relative_humidity_pct_std,relative_humidity_pct_missing,cluster,pca1,pca2
Cape Bird,67208.0,-16.172577162892722,9.735225916671768,0.13854005475538628,981.8939292806248,10.743524015489808,0.10833531722413998,3.6907520817729216,2.7337246479916604,0.32457445542197355,116.80737713849844,88.346661299994,0.18072253303178193,67.88410511233728,13.783837482114945,0.5119182240209499,0,1.5375913083093105,-1.0350835036034836
Cape Denison,93504.0,-10.225027707409755,7.605452622318666,0.7298083504449008,983.3789260423372,10.899462581683236,0.7175842744695414,20.530120251956482,9.932773524361773,0.943970311430527,156.7495752895753,39.53656634312138,0.8615032511978097,61.9641608892454,17.45006173719501,0.8133448836413415,1,-1.3627781580993854,5.3030650418011085
Cape Framnes,34680.0,-9.789324646567875,9.056447005731506,0.32283737024221454,976.7223192534015,11.939208207074142,0.23065167243367934,6.152090401663566,4.388283986456661,0.47306805074971164,205.88499353676212,91.947547387531,0.26386966551326413,71.84561502136272,13.698362117197926,0.23062283737024222,0,2.044875445625253,0.5148776945093935
Cape Hallett,26776.0,-17.026442602823817,9.385609149718428,0.5132954884971617,987.8250702709169,9.547777336424163,0.3755228562892142,2.7563680999851212,3.7876470741942128,0.49798326859874514,195.62332005653346,78.27265750730166,0.4186585001493875,68.71361134378364,12.635573542464964,0.37578428443382134,3,0.323043156675462,0.4187277121126192
Cape Spencer,15824.0,-21.917693236714975,12.029773371129789,0.37209302325581395,989.0122565864834,11.138536170421546,0.1172901921132457,3.375716580705166,2.419718690749498,0.25259100101112236,167.03549571603426,103.5389494255333,0.12228260869565218,76.95978800681937,15.330406553147286,0.14743427704752274,0,1.708922547815395,-1.2704961612156966
Cape Webb,6568.0,-10.741956345998382,7.725201824785765,0.4349878197320341,986.7354959919838,11.773953606049163,0.392204628501827,13.734971098265897,6.777573653611821,0.8946406820950061,200.32987312572087,59.168484295422026,0.8679963459196103,67.55143134400777,15.944072331216084,0.37241169305724725,1,0.6337024584966366,3.3961696987881016
Carolyn,28720.0,-25.009927772270213,13.651255406558095,0.5082869080779945,978.3118689252987,10.672420508989465,0.37308495821727017,4.8520648312611,2.9320443716646065,0.5295264623955431,222.59071220620606,71.12739383895341,0.5096448467966573,77.327464500672,13.798195469156187,0.4041434540389972,3,-0.21406432826209287,0.4177311865730239
Clarke Mountains,35040.0,-17.449062538295003,7.4953515577915235,0.30134132420091325,853.5065286739651,11.119292599170004,0.2127283105022831,6.40292969691129,4.9661785071270375,0.4077340182648402,112.99135184342285,120.53202121524546,0.2476027397260274,71.02562912466459,11.865221199070174,0.21295662100456622,0,1.4223786088407102,-0.3090487064985018
Clean Air,55768.0,-50.86732623839888,14.13733587878348,0.20977980203701047,681.194291273972,9.412090871508852,0.23515277578539664,3.998489689224513,2.1730743266143917,0.1356692009754698,100.46613504770147,99.81636003346718,0.1297697604360924,42.39585093070546,11.193994465564911,0.5414574666475398,2,-2.0425884755046284,-3.6531176980893
Concordia,49672.0,-56.058925441553185,14.022901572616451,0.4027218553712353,642.2157493390434,9.262793991542042,0.07861571911741021,6.508281259479464,3.3961338071286,0.33632630053148654,191.84443422014127,76.72391763943263,0.25614028023836366,45.554192276469905,14.799012304028707,0.13200595909164117,2,-2.206067712417505,-2.9047978988082024
